authors,title,source,DNA_RNA,DNA,RNA,year,volume_l,filter_size_µm,filter_type,DNA_extr,loci,16S,18S,23S,28S,ITS2,ITS1,cytb,CO1,NADH4,D-loop,12S,rbcL,rrnA,arrA,cbbL,nifH,aprA,rpoC1,pufM,luxA,amoA,mutS,phnD,LSU rDNA,tufA,genome,transcriptome,water,fresh,marine,system,type_organism,id_type,ASV,OTU,Species,max_OTUs,max_ASV,max_spp,max_spp_other,phylum,continent,region,country
"Jo, H; Kim, DK; Park, K; Kwak, IS",Discrimination of Spatial Distribution of Aquatic Organisms in a Coastal Ecosystem Using eDNA,APPLIED SCIENCES-BASEL,DNA,1,0,2019,1,0.4_1,Cellulose_Esters,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,OTU,0,1,0,352,NA,NA,NA,NA,Asia,Northwest Pacific,SOTUh Korea
"Kim, DK; Park, K; Jo, H; Kwak, IS","Comparison of Water Sampling between Environmental DNA Metabarcoding and Conventional Microscopic Identification: A Case Study in Gwangyang Bay, SOTUh Korea",APPLIED SCIENCES-BASEL,DNA,1,0,2019,1,0.4_1,Cellulose_Esters,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,OTU,0,1,0,552,NA,NA,NA,>10,Asia,Northwest Pacific,SOTUh Korea
"Cordier, T; Frontalini, F; Cermakova, K; Apotheloz-Perret-Gentil, L; Treglia, M; Scantamburlo, E; Bonamin, V; Pawlowski, J",Multi-marker eDNA metabarcoding survey to assess the environmental impact of three offshore gas platforms in the North Adriatic Sea (Italy),MARINE ENVIRONMENTAL RESEARCH,DNA,1,0,2019,0.5,NA,Glass_Fiber,QBT_Kit,"18S, 16S, COI",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Open Ocean,Non target,OTU,0,1,0,"1,416",NA,NA,NA,>10,Europe,Mediterranean Sea,Italy
"Holman, LE; de Bruyn, M; Creer, S; Carvalho, G; Robidart, J; Rius, M",Detection of introduced and resident marine species using environmental DNA metabarcoding of sediment and water,SCIENTIFIC REPORTS,DNA,1,0,2019,0.4,<0.22,Polyethersulfone,QBT_Kit,"18S, COI",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,200,NA,NA,NA,"Annelida, Arthropoda, Bryozoa, Chlorophyta, Cnidaria, Ciliophora, Chordata, Mollusca, Nematoda, Platyhelminthes",Europe,Northeast Atlantic,UK
"Hajibabaei, M; Porter, TM; Robinson, CV; Baird, DJ; Shokralla, S; Wright, MTG",Watered-down biodiversity? A comparison of metabarcoding results from DNA extracted from matched water and bulk tissue biomonitoring samples,PLOS ONE,DNA,1,0,2019,1,<0.22,NA,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Wetland,Invertebrate,ASV,1,0,0,NA,"4,459",NA,NA,Arthropoda,North America,NA,Canada
"Beentjes, KK; Speksnijder, AGCL; Schilthuizen, M; Hoogeveen, M; van der Hoorn, BB",The effects of spatial and temporal replicate sampling on eDNA metabarcoding,PEERJ,DNA,1,0,2019,0.3,<0.22,Polyethersulfone,CTAB_alt,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Non target,OTU,0,1,0,"1,314",NA,NA,NA,NA,Europe,NA,Netherlands
"Bakker, J; Wangensteen, OS; Baillie, C; Buddo, D; Chapman, DD; Gallagher, AJ; Guttridge, TL; Hertler, H; Mariani, S",Biodiversity assessment of tropical shelf eukaryotic communities via pelagic eDNA metabarcoding,ECOLOGY AND EVOLUTION,DNA,1,0,2019,4,0.4_1,Cellulose_Esters,QPS_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,"6,357",NA,NA,NA,NA,North America,Caribbean,"Jamaica, Belize, Turks and Caicos Islands, Bahamas"
"Fernandez, S; Arboleya, E; Dopico, E; Ardura, A; Garcia-Vazquez, E",Non-indigenous fish in protected spaces: Trends in species distribution mediated by illegal stocking,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,DNA,1,0,2019,1,<0.22,Polyethersulfone,QPW_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,3,NA,Chordata,Europe,NA,Spain
"Collins, RA; Bakker, J; Wangensteen, OS; Soto, AZ; Corrigan, L; Sims, DW; Genner, MJ; Mariani, S",Non-specific amplification compromises environmental DNA metabarcoding with COI,METHODS IN ECOLOGY AND EVOLUTION,DNA,1,0,2019,2,<0.22,Polyethersulfone,QPS_Kit,"COI, 12S",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fresh, marine",1,1,"River, Estuary, Bay",Fish,Species,0,0,1,NA,NA,86,NA,Chordata,Europe,Northeast Atlantic,UK
"Rey, A; Carney, KJ; Quinones, LE; Lohan, KMP; Ruiz, GM; Basurko, OC; Rodriguez-Ezpeleta, N",Environmental DNA Metabarcoding: A Promising Tool for Ballast Water Monitoring,ENVIRONMENTAL SCIENCE & TECHNOLOGY,DNA,1,0,2019,1,0.4_1,Cellulose,QBT_Kit_alt,"COI, 18S",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,30,NA,NA,NA,"Arthropoda, Annelida, Mollusca, Chordata, Cnidaria, Porifera, Gastrotricha",North America,Northwest Atlantic,USA
"Sawaya, NA; Djurhuus, A; Closek, CJ; Hepner, M; Olesin, E; Visser, L; Kelble, C; Hubbard, K; Breitbart, M",Assessing eukaryotic biodiversity in the Florida Keys National Marine Sanctuary through environmental DNA metabarcoding,ECOLOGY AND EVOLUTION,DNA,1,0,2019,1,<0.22,Polyvinylidene_fluoride,QBT_Kit_alt,"COI, 18S",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,"OTU, Species",0,1,1,"3,891",NA,918,NA,NA,North America,Northwest Atlantic,USA
"Lecaudey, LA; Schletterer, M; Kuzovlev, VV; Hahn, C; Weiss, SJ",Fish diversity assessment in the headwaters of the Volga River using environmental DNA metabarcoding,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,DNA,1,0,2019,0.25,0.4_1,Glass_Fiber,PCI_alt,"cytb, 12S, 16S",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,23,NA,Chordata,Europe,NA,Russia
"Zhang, S; Lu, Q; Wang, YY; Wang, XM; Zhao, JD; Yao, M",Assessment of fish communities using environmental DNA: Effect of spatial sampling design in lentic systems of different sizes,MOLECULAR ECOLOGY RESOURCES,DNA,1,0,2020,1,>1,Cellulose_Esters,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,"OTU, Species",0,1,1,49,NA,37,NA,Chordata,Asia,NA,China
"Jia, H; Wang, YB; Yoshizawa, S; Iwasaki, W; Li, YQ; Xian, WW; Zhang, H",Seasonal Variation and Assessment of Fish Resources in the Yangtze Estuary Based on Environmental DNA,WATER,DNA,1,0,2020,1.5,<0.22,Polyethersulfone,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Fish,Species,0,0,1,NA,NA,59,NA,Chordata,Asia,Northwest Pacific,China
"GOTUte, A; Molbert, N; Guerin, S; Richoux, R; Rocher, V",Monitoring freshwater fish communities in large rivers using environmental DNA metabarcoding and a long-term electrofishing survey,JOURNAL OF FISH BIOLOGY,DNA,1,0,2020,30,0.4_1,NA,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,31,NA,Chordata,Europe,NA,France
"Imamura, A; Hayami, K; Sakata, MK; Minamoto, T","Environmental DNA revealed the fish community of Hokkaido Island, Japan, after invasion by rainbow trOTU",BIODIVERSITY DATA JOURNAL,DNA,1,0,2020,0.9,0.4_1,Glass_Fiber,QBT_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,23,NA,Chordata,Asia,NA,Japan
"Fraija-Fernandez, N; Bouquieaux, MC; Rey, A; Mendibil, I; Cotano, U; Irigoien, X; Santos, M; Rodriguez-Ezpeleta, N",Marine water environmental DNA metabarcoding provides a comprehensive fish diversity assessment and reveals spatial patterns in a large oceanic area,ECOLOGY AND EVOLUTION,DNA,1,0,2020,5,0.4_1,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Fish,Species,0,0,1,NA,NA,116,NA,Chordata,Europe,Northeast Atlantic,"France, Spain"
"Archana, A; Baker, DM",Multifunctionality of an Urbanized Coastal Marine Ecosystem,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2020,1,<0.22,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Fish,Species,0,0,1,NA,NA,91,NA,Chordata,Asia,Northwest Pacific,China
"Sigsgaard, EE; Torquato, F; Froslev, TG; Moore, ABM; Sorensen, JM; Range, P; Ben-Hamadou, R; Bach, SS; Moller, PR; Thomsen, PF",Using vertebrate environmental DNA from seawater in biomonitoring of marine habitats,CONSERVATION BIOLOGY,DNA,1,0,2020,1,<0.22,Polyethersulfone,QBT_Kit_alt,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Seagrass bed, Coral reef, Coastal Ocean, Open Ocean",Non target,Species,0,0,1,NA,NA,191,NA,Chordata,Asia,Indian Ocean,Qatar
"Griffiths, NP; Bolland, JD; Wright, RM; Murphy, LA; Donnelly, RK; Watson, HV; Hanfling, B",EnvironmentalDNAmetabarcoding provides enhanced detection of the European eelAnguilla anguillaand fish community structure in pumped river catchments,JOURNAL OF FISH BIOLOGY,DNA,1,0,2020,2,0.4_1,Cellulose_Nitrate,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,Species,0,0,1,NA,NA,26,NA,Chordata,Europe,NA,UK
"Sales, NG; McKenzie, MB; Drake, J; Harper, LR; Browett, SS; Coscia, I; Wangensteen, OS; Baillie, C; Bryce, E; Dawson, DA; Ochu, E; Haenfling, B; Handley, LL; Mariani, S; Lambin, X; Sutherland, C; McDevitt, AD",Fishing for mammals: Landscape-level monitoring of terrestrial and semi-aquatic communities using eDNA from riverine systems,JOURNAL OF APPLIED ECOLOGY,DNA,1,0,2020,2,0.4_1,Polyethersulfone,QPW_Kit,12S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Mammal,Species,0,0,1,NA,NA,23,NA,Chordata,Europe,NA,UK
"Menning, D; Simmons, T; Talbot, S",Using redundant primer sets to detect multiple native Alaskan fish species from environmental DNA,CONSERVATION GENETICS RESOURCES,DNA,1,0,2020,2,0.4_1,Cellulose_Acetate,QBT_Kit,"12S, 16S, COI",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Fish,NA,0,0,0,NA,NA,NA,NA,Chordata,North America,NA,USA
"Juottonen, H; Fontaine, L; Wurzbacher, C; Drakare, S; Peura, S; Eiler, A","Archaea in boreal Swedish lakes are diverse, dominated by Woesearchaeota and follow deterministic community assembly",ENVIRONMENTAL MICROBIOLOGY,DNA,1,0,2020,0.3,<0.22,Polycarbonate,QPS_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Achaea,ASV,1,0,0,NA,"119,483",NA,NA,NA,Europe,NA,Sweden
"Noyer, M; Reoyo-Prats, B; Aubert, D; Bernard, M; Verneau, O; Palacios, C",Particle -attached riverine bacteriome shifts in a pollutant -resistant and pathogenic community during a Mediterranean extreme storm event,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2020,1,<0.22,Cellulose_Acetate,QAP_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Bacteria,OTU,0,1,0,"9,211",NA,NA,NA,NA,Europe,NA,France
"Schmidt, ML; Biddanda, BA; Weinke, AD; Chiang, E; Januska, F; Props, R; Denef, VJ",Microhabitats are associated with diversity-productivity relationships in freshwater bacterial communities,FEMS MICROBIOLOGY ECOLOGY,DNA,1,0,2020,1.5,<0.22,Polyethersulfone,QAP_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Lake,Non target,OTU,0,1,0,"2,979",NA,NA,NA,NA,North America,NA,USA
"Calheiros, CSC; Carecho, J; Tomasino, MP; Almeida, CMR; Mucha, AP",Floating Wetland Islands Implementation and Biodiversity Assessment in a Port Marina,WATER,DNA,1,0,2020,5,<0.22,Polyethersulfone,QPW_Kit,16S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Bacteria,OTU,0,1,0,NA,NA,NA,NA,"Proteobacteria, Bacteriodetes, Actinobacteria, Cyanophyta, Planctomycetes, Firmicutes, Acidobacteria, Spirochaetes, Chloroflexi",Europe,Northeast Atlantic,Portugal
"Ghosh, A; Debnath, M; Bhadury, P",Datasets of surface water microbial populations from two anthropogenically impacted sites on the Bhagirathi-Hooghly River,DATA IN BRIEF,DNA,1,0,2020,1,<0.22,Cellulose_Nitrate,QBT_Kit,"16S, 18S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Non target,OTU,0,1,0,"42,563",NA,NA,NA,NA,Asia,NA,India
"Zhang, Y; Pavlovska, M; Stoica, E; Prekrasna, I; Yang, JH; Slobodnik, J; Zhang, XW; Dykyi, E",Holistic pelagic biodiversity monitoring of the Black Sea via eDNA metabarcoding approach: From bacteria to marine mammals,ENVIRONMENT INTERNATIONAL,DNA,1,0,2020,2.5,<0.22,Polyethersulfone,QPS_Kit_alt,"16S, 18S, 12S",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Open Ocean",Non target,"OTU, Species",0,1,1,"8,900",NA,630,NA,NA,Europe,Black Sea,Ukraine
"Djurhuus, A; Closek, CJ; Kelly, RP; Pitz, KJ; Michisaki, RP; Starks, HA; Walz, KR; Andruszkiewicz, EA; Olesin, E; Hubbard, K; Montes, E; Otis, D; Muller-Karger, FE; Chavez, FP; Boehm, AB; Breitbart, M",Environmental DNA reveals seasonal shifts and potential interactions in a marine community,NATURE COMMUNICATIONS,DNA,1,0,2020,1,<0.22,Polyvinylidene_difluoride,QBT_Kit,"16S, 18S, 12S, COI",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,Species,0,0,1,NA,NA,663,NA,NA,North America,Northeast Pacific,USA
"Westfall, KM; Therriault, TW; Abbott, CL",A new approach to molecular biosurveillance of invasive species using DNA metabarcoding,GLOBAL CHANGE BIOLOGY,DNA,1,0,2020,2,>1,Cellulose_Nitrate,QBT_Kit,"16S, 18S, COI, ND4",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,Species,0,0,1,NA,NA,96,NA,"Annelida, Arthropoda, Bryozoa, Ascidiacea, Cnidaria, Mollusca, Nemertea",North America,"Northeast Pacific, Northwest Atlantic",Canada
"West, KM; Stat, M; Harvey, ES; Skepper, CL; DiBattista, JD; Richards, ZT; Travers, MJ; Newman, SJ; Bunce, M","eDNA metabarcoding survey reveals fine-scale coral reef community variation across a remote, tropical island ecosystem",MOLECULAR ECOLOGY,DNA,1,0,2020,1,<0.22,Polyethersulfone,QBT_Kit,"16S, COI, 18S",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,Species,0,0,1,NA,NA,372,NA,"Chordata, Mollusca, Echinodermata, Arthropoda",Oceania,Indian Ocean,Australia
"Huhn, M; Madduppa, HH; Khair, M; Sabrian, A; Irawati, Y; Anggraini, NP; Wilkinson, SP; Simpson, T; Iwasaki, K; Setiamarga, DHE; Dias, PJ","Keeping up with introduced marine species at a remote biodiversity hotspot: awareness, training and collaboration across different sectors is key",BIOLOGICAL INVASIONS,DNA,1,0,2020,0.5,0.4_1,Cellulose_Nitrate,QBT_Kit,"16S, ITS2, 18S",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Bay, Coral reef",Non target,OTU,0,1,0,"14,319",NA,NA,NA,NA,Asia,Indo-Pacific,Indonesia
"Laroche, O; Kersten, O; Smith, CR; Goetze, E",From Sea Surface to Seafloor: A Benthic Allochthonous eDNA Survey for the Abyssal Ocean,MOLECULAR ECOLOGY,DNA,1,0,2020,3,<0.22,Polyethersulfone,NA,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Non target,ASV,1,0,0,NA,"5,953",NA,NA,NA,NA,North Pacific,NA
"Easson, CG; Boswell, KM; Tucker, N; Warren, JD; Lopez, JV",Combined eDNA and Acoustic Analysis Reflects Diel Vertical Migration of Mixed Consortia in the Gulf of Mexico,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2020,2,0.4_1,Cellulose_Nitrate,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Open Ocean,Non target,ASV,1,0,0,NA,"10,185",NA,NA,"Annelida, Arthropoda, Hydrozoa, Ctenophora, Chordata, Tunicata",North America,Northwest Atlantic,USA
"von Ammon, U; Jeffs, A; Zaiko, A; van der Reis, A; Goodwin, D; Beckley, LE; Malpot, E; Pochon, X",A Portable Cruising Speed Net: Expanding Global Collection of Sea Surface Plankton Data,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2020,0.2,>1,NA,ZRMP_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,"Coastal Ocean, Open Ocean",Non target,"ASV, Species",1,0,1,NA,"2,839",379,NA,NA,Oceania,"Indo-Pacific, SOTUhwest Pacific","New Zeland, Australia"
"Darling, JA; Martinson, J; Lohan, KMP; Carney, KJ; Pilgrim, E; Banerji, A; Holzer, KK; Rui, GM",Metabarcoding quantifies differences in accumulation of ballast water borne biodiversity among three port systems in the United States,SCIENCE OF THE TOTAL ENVIRONMENT,DNA,1,0,2020,0.125,0.4_1,Polycarbonate,PCI,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,"1,144",NA,NA,NA,NA,North America,Northwest Atlantic,USA
"Chen, TT; Liu, Y; Xu, S; Song, SQ; Li, CW",Variation of Amoebophrya community during bloom of Prorocentrum donghaiense Lu in coastal waters of the East China Sea,ESTUARINE COASTAL AND SHELF SCIENCE,DNA,1,0,2020,1,>1,Polycarbonate,QPS_Kit,18S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Phytoplankton,OTU,0,1,0,"1,086",NA,NA,NA,Dinoflagellata,Asia,Northwest Pacific,China
"Laroche, O; Kersten, O; Smith, CR; Goetze, E",Environmental DNA surveys detect distinct metazoan communities across abyssal plains and seamounts in the western Clarion Clipperton Zone,FRONTIERS IN MARINE SCIENCE,DNA,1,0,2020,6,<0.22,Polyethersulfone,QDP_Kit,"18S, COI",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Non target,ASV,1,0,0,NA,"2,020_18s, 11,901_COI",NA,NA,NA,NA,North Pacific,NA
"Rey, A; Basurko, OC; Rodriguez-Ezpeleta, N",Considerations for metabarcoding-based port biological baseline surveys aimed at marine nonindigenous species monitoring and risk assessments,ECOLOGY AND EVOLUTION,DNA,1,0,2020,3,0.4_1,Polyethersulfone,QBT_Kit,"18S, COI",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,OTU,0,1,0,580,NA,NA,NA,NA,Europe,Northeast Atlantic,Spain
"DiBattista, JD; Reimer, JD; Stat, M; Masucci, GD; Biondi, P; De Brauwer, M; Wilkinson, SP; Chariton, AA; Bunce, M",Environmental DNA can act as a biodiversity barometer of anthropogenic pressures in coastal ecosystems,SCIENTIFIC REPORTS,DNA,1,0,2020,0.75,<0.22,Polyethersulfone,QBT_Kit,"18S, ITS2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,OTU,0,1,0,498,NA,NA,NA,NA,Asia,Northwest Pacific,Japan
"Jacobs-Palmer, E; Gallego, R; Ramon-Laca, A; Kunselman, E; Cribari, K; Horwith, M; Kelly, RP",A halo of reduced dinoflagellate abundances in and around eelgrass beds,PEERJ,DNA,1,0,2020,0.5,0.4_1,Cellulose_Acetate,PCI,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,Non target,ASV,1,0,0,NA,"3,000",NA,NA,>10,North America,Northeast Pacific,USA
"Gallego, R; Jacobs-Palmer, E; Cribari, K; Kelly, RP",Environmental DNA metabarcoding reveals winners and losers of global change in coastal waters,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,DNA,1,0,2020,1,0.4_1,Cellulose,PCI_alt,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coastal Ocean,Non target,ASV,1,0,0,NA,"4,849",NA,NA,NA,North America,Northeast Pacific,USA
"Nguyen, BN; Shen, EW; Seemann, J; Correa, AMS; O'Donnell, JL; Altieri, AH; Knowlton, N; Crandall, KA; Egan, SP; McMillan, WO; Leray, M",Environmental DNA survey captures patterns of fish and invertebrate diversity across a tropical seascape,SCIENTIFIC REPORTS,DNA,1,0,2020,1,0.4_1,Cellulose_Nitrate,QPS_Kit_alt,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Bay,Non target,OTU,0,1,0,"8,586",NA,NA,NA,NA,North America,Caribbean,Panama
"Cheang, CC; Lee, BY; Ip, BHY; Yiu, WH; Tsang, LM; Ang, PO",Fish and crustacean biodiversity in an OTUer maritime estuary of the Pearl River Delta revealed by environmental DNA,MARINE POLLUTION BULLETIN,DNA,1,0,2020,1,>1,Glass_Fiber,QAM_Kit,COI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Estuary,"Fish, Invertebrate",Species,0,0,1,NA,NA,56,NA,"Chordata, Arthropoda",Asia,Northwest Pacific,China
"McClenaghan, B; Fahner, N; Cote, D; Chawarski, J; McCarthy, A; Rajabi, H; Singer, G; Hajibabaei, M",Harnessing the power of eDNA metabarcoding for the detection of deep-sea fishes,PLOS ONE,DNA,1,0,2020,0.875,<0.22,Polyethersulfone,QBT_Kit,"COI, 12S, 18S",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Deep Ocean,Fish,Species,0,0,1,NA,NA,23,NA,Chordata,North America,Northwest Atlantic,Canada
"Carim, KJ; Bean, NJ; Connor, JM; Baker, WP; Jaeger, M; Ruggles, MP; McKelvey, KS; Franklin, TW; Young, MK; Schwartz, MK",Environmental DNA Sampling Informs Fish Eradication Efforts: Case Studies and Lessons Learned,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,DNA,1,0,2020,5,>1,Glass_Fiber,QBT_Kit_alt,cytb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,NA,0,0,0,NA,NA,NA,NA,Chordata,North America,NA,USA
"Castaneda, RA; Van Nynatten, A; Crookes, S; Ellender, BR; Heath, DD; MacIsaac, HJ; Mandrak, NE; Weyl, OLF",Detecting Native Freshwater Fishes Using Novel Non-invasive Methods,FRONTIERS IN ENVIRONMENTAL SCIENCE,DNA,1,0,2020,2,>1,Glass_Fiber,QBT_Kit_alt,cytb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,River,Fish,NA,0,0,0,NA,NA,NA,NA,Chordata,Africa,NA,SOTUh Africa
"Yuan, TM; Zhang, HH; Feng, QL; Wu, XY; Zhang, YX; McCarthy, AJ; Sekar, R",Changes in Fungal Community Structure in Freshwater Canals across a Gradient of Urbanization,WATER,DNA,1,0,2020,0.5,<0.22,Polycarbonate,QPS_Kit,ITS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fresh,1,0,Channel,Fungus,OTU,0,1,0,"1,796",NA,NA,NA,>10,Asia,NA,China
"Alexander, JB; Bunce, M; White, N; Wilkinson, SP; Adam, AAS; Berry, T; Stat, M; Thomas, L; Newman, SJ; Dugal, L; Richards, ZT",Development of a multi-assay approach for monitoring coral diversity using eDNA metabarcoding,CORAL REEFS,DNA,1,0,2020,1,<0.22,Polyethersulfone,QBT_Kit_alt,"ITS2, 16S",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marine,0,1,Coral reef,Non target,OTU,0,1,0,185,NA,NA,NA,Chordata_Arthropoda_Cnidaria_Placoza_Ctenophora_Porifera,Oceania,Indian Ocean,Australia
